page_id,opportunity_score,archetype,pos_30d,pos_drift,imp_30d,clicks_30d,ctr_observed_pct,ctr_expected_pct,ctr_deficit_pct,expected_recovered_clicks,reason_codes,recommended_action,urgency,rank
page_1434,13.9,0,5.3,-0.06,10195,489,4.8,4.28,-12.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,483
page_1190,13.8,0,9.0,0.09,6366,162,2.54,2.21,-15.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,484
page_1291,13.8,0,15.1,-0.01,9773,133,1.36,1.15,-17.9,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,485
page_1273,13.6,3,8.0,-1.48,8321,270,3.24,2.53,-28.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,486
page_1318,13.5,0,2.5,0.03,7029,780,11.1,10.64,-4.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,487
page_1493,13.5,0,15.3,0.04,6579,89,1.35,1.14,-18.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,488
page_1247,13.5,3,11.3,-1.6,7677,162,2.11,1.66,-27.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,489
page_1132,13.4,0,13.4,0.0,7062,111,1.57,1.35,-16.7,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,490
page_1100,13.4,0,5.3,0.05,5825,271,4.65,4.25,-9.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,491
page_1202,13.3,0,9.3,0.1,4086,95,2.33,2.12,-9.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,492
page_1073,13.2,3,13.1,-1.83,6549,115,1.76,1.38,-27.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,493
page_1264,13.1,3,1.0,-0.22,6064,2093,34.52,33.82,-2.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,494
page_1072,12.9,0,10.7,0.0,5049,96,1.9,1.79,-6.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,495
page_1339,12.8,0,16.3,0.01,4496,51,1.13,1.06,-7.5,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,496
page_1454,12.7,0,11.1,-0.06,4589,84,1.83,1.69,-8.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,497
page_1201,12.6,0,2.4,-0.03,4205,491,11.68,11.2,-4.3,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,498
page_1283,12.5,0,9.5,0.02,3531,74,2.1,2.07,-1.1,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,499
page_1168,12.3,0,5.6,-0.04,3391,142,4.19,3.97,-5.4,0,STABLE_PERFORMER,PROTECT_AND_MONITOR,LOW,500
